id,type,status,resolution,component,priority,reporter,created,assigned,assignee,resolved,fixingTimeFromCreate,fixingTimeFromAssignment,summary,description,affectVersion,fixVersion,votes,watches,description_words,assingnee_count,comment_count,commentator_count,Surprising,Dormant,Blocker,security,Performance,Breakage,commit_count,file_count,files,nsec,fsec
100,Improvement,Closed,Fixed,JDBC,Major,Mamta A. Satoor,2004/12/09 21:52:59 +0100,2006/02/21 01:28:05 +0100,Fernanda Pizzorno,2006/07/30 08:32:33 +0100,597.4441435,159.2947685,Add support for insert functionality using JDBC 2.0 updatable resultset apis,The JDBC 2.0 API introduced the ability to update/delete/insert rows from a resultset using methods in the Java programming language rather than having to send an SQL command. This Jira entry is to track the insert rows functionality using JDBC 2.0 apis.,10.1.1.0,10.2.1.6,0,1,42,2,15,6,1,0,0,0,0,0,2,11,java/client/org/apache/derby/client/am/ResultSet.java;java/client/org/apache/derby/client/am/ResultSet.java;java/engine/org/apache/derby/impl/jdbc/EmbedResultSet.java;java/engine/org/apache/derby/loc/messages_en.properties;java/engine/org/apache/derby/loc/messages_pt_BR.properties;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/jdk14/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk14/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/updatableResultSet.java;,0.0,0.0
117,Improvement,Closed,Fixed,Network Server,Minor,Felipe Leme,2005/01/10 10:41:32 +0100,,Unassigned,2005/11/12 09:38:44 +0100,305.9563889,,[PATCH] Improvements on the NetServlet,Hi all I did some minor enhancements on the Net Servlet: changed Cloudscape to Derby in the i18n bundles added pt_BT to know languages (the bundle was already there  but the language was not set at the .java)  improved use of tracingDirectory: init-parameter is now used (it was documented but not used before) current value is shown when the user try to change it improved function that handles the request locale (for instance  mozilla uses a - instead of _ to separate the country from language) shows on the screen which port the server is running on added a new SRV_POrtNumber message key for such infoSo  I'm sending a trunk patch with such changes.&#8211; Felipe,10.0.2.1,10.2.1.6,0,1,119,0,4,4,0,0,0,0,0,0,3,7,java/drda/org/apache/derby/drda/NetServlet.java;java/drda/org/apache/derby/loc/drda/servlet_en.properties;java/drda/org/apache/derby/loc/drda/servlet_pt_BR.properties;java/drda/org/apache/derby/loc/drda/servlet_de_DE.properties;java/drda/org/apache/derby/loc/drda/servlet_es.properties;java/drda/org/apache/derby/loc/drda/servlet_fr.properties;java/drda/org/apache/derby/loc/drda/servlet_it.properties;,0.0,0.0
122,Bug,Closed,Fixed,Test,Critical,Daniel John Debrunner,2005/01/16 02:08:13 +0100,2005/01/22 08:28:39 +0100,Myrna van Lunteren,2005/01/25 05:35:41 +0100,9.144074074,2.879884259,Suite jdk14 is skipped incorrectly with J2SE 5.0,Since J2SE 5.0 is a super set of JDK 1.4  and JDK1.4 tests should run in J2SE5.0,10.1.1.0,10.1.1.0,0,0,17,1,1,1,0,0,0,0,0,0,0,0,,0.0,0.0
123,Bug,Closed,Fixed,SQL,Major,Geoff Soutter,2005/01/17 20:47:05 +0100,,Unassigned,2005/02/10 05:38:07 +0100,23.36877315,,Derby incorrectly rounds double values down during insert into NUMERIC,When inserting a double value into a field defined as NUMERIC(a b) using PreparedStatement.setDouble()  Derby may incorrectly round the number down. For example  a NUMERIC(5 2) field with a double = 4.64 ends up with a value of 4.63 in the database. This works fine in Oracle and other databases.The problem occurs because double cannot represent 4.64 exactly  so the actual value is 4.6399999... SQLDecimal.setCoreValue uses BigDecimal(double) which constructs a BigDecimal of 4.6399999... and then SQLDecimal.setWidth uses value.setScale(desiredScale  BigDecimal.ROUND_DOWN); Note that BigDecimal javadoc recommends that the double constructor be avoided for this reason.One fix appears to be to change SQLDecimal.setCoreValue(double) to avoid using the double constructor of BigDecimal. Using Double.toString() and BigDecimal(String) looks as if it would work as expected  because Double.toString() has 'special rounding abilities' and converts 4.639999... back to 4.64.,10.0.2.1,10.1.1.0,1,1,130,0,3,2,0,0,0,0,0,0,1,9,java/engine/org/apache/derby/iapi/types/SQLDecimal.java;java/engine/org/apache/derby/iapi/types/SQLDouble.java;java/engine/org/apache/derby/iapi/types/SQLReal.java;java/engine/org/apache/derby/iapi/types/UserType.java;java/testing/org/apache/derbyTesting/functionTests/master/dml099.out;java/testing/org/apache/derbyTesting/functionTests/master/ejbql.out;java/testing/org/apache/derbyTesting/functionTests/master/floattypes.out;java/testing/org/apache/derbyTesting/functionTests/master/outparams.out;java/testing/org/apache/derbyTesting/functionTests/master/parameterMapping.out;,0.0,0.0
127,Bug,Closed,Fixed,SQL,Major,Thomas Browne,2005/01/21 05:28:16 +0100,2005/04/30 10:13:13 +0100,Jack Klebanoff,2005/05/17 02:40:42 +0100,115.8836343,16.68575231,Aliased Columns not recognized after 'group by... order by' combination,I've been doing work to try and integrate Derby with the Mondrian ROLAP engine  which has uncovered a bug in Derby when a query involves column aliasing  a group by clause  and an order by clause.For example: Mondrian will generate the following query:select STORE.STORE_COUNTRY as c0  STORE.STORE_STATE as c1  STORE.STORE_CITY as c2  STORE.STORE_NAME as c3  STORE.STORE_TYPE as c4  STORE.STORE_MANAGER as c5  STORE.STORE_SQFT as c6  STORE.GROCERY_SQFT as c7  STORE.FROZEN_SQFT as c8  STORE.MEAT_SQFT as c9  STORE.COFFEE_BAR as c10  STORE.STORE_STREET_ADDRESS as c11 from STORE as STORE group by STORE.STORE_COUNTRY  STORE.STORE_STATE  STORE.STORE_CITY  STORE.STORE_NAME  STORE.STORE_TYPE  STORE.STORE_MANAGER  STORE.STORE_SQFT  STORE.GROCERY_SQFT  STORE.FROZEN_SQFT  STORE.MEAT_SQFT  STORE.COFFEE_BAR  STORE.STORE_STREET_ADDRESS order by STORE.STORE_COUNTRY  STORE.STORE_STATE  STORE.STORE_CITY  STORE.STORE_NAMEwhich should be valid SQL. I have tested this query outside of the Mondrian environment and still receive the same error which is:'Column 'STORE.STORE_COUNTRY' is not in any table in the FROM list or it appears within a join specification and is outside the scope of the join specification or it appears in a HAVING clause and is not in the GROUP BY list.SQL State: 42x04Error Code: 30000However  if I remove any one of the three elements (aliasing  group by  order by) or if the order by uses the aliased names  the query works. It is only the combination of all 3 elements that is causing a problem.&#91;ie. all of the following queries work correctly&#93;select STORE.STORE_COUNTRY   STORE.STORE_STATE   STORE.STORE_CITY   STORE.STORE_NAME   STORE.STORE_TYPE   STORE.STORE_MANAGER   STORE.STORE_SQFT   STORE.GROCERY_SQFT   STORE.FROZEN_SQFT   STORE.MEAT_SQFT   STORE.COFFEE_BAR   STORE.STORE_STREET_ADDRESS from STORE as STORE group by STORE.STORE_COUNTRY  STORE.STORE_STATE  STORE.STORE_CITY  STORE.STORE_NAME  STORE.STORE_TYPE  STORE.STORE_MANAGER  STORE.STORE_SQFT  STORE.GROCERY_SQFT  STORE.FROZEN_SQFT  STORE.MEAT_SQFT  STORE.COFFEE_BAR  STORE.STORE_STREET_ADDRESS order by STORE.STORE_COUNTRY  STORE.STORE_STATE  STORE.STORE_CITY  STORE.STORE_NAMEselect STORE.STORE_COUNTRY as c0  STORE.STORE_STATE as c1  STORE.STORE_CITY as c2  STORE.STORE_NAME as c3  STORE.STORE_TYPE as c4  STORE.STORE_MANAGER as c5  STORE.STORE_SQFT as c6  STORE.GROCERY_SQFT as c7  STORE.FROZEN_SQFT as c8  STORE.MEAT_SQFT as c9  STORE.COFFEE_BAR as c10  STORE.STORE_STREET_ADDRESS as c11 from STORE as STORE group by STORE.STORE_COUNTRY  STORE.STORE_STATE  STORE.STORE_CITY  STORE.STORE_NAME  STORE.STORE_TYPE  STORE.STORE_MANAGER  STORE.STORE_SQFT  STORE.GROCERY_SQFT  STORE.FROZEN_SQFT  STORE.MEAT_SQFT  STORE.COFFEE_BAR  STORE.STORE_STREET_ADDRESSselect STORE.STORE_COUNTRY as c0  STORE.STORE_STATE as c1  STORE.STORE_CITY as c2  STORE.STORE_NAME as c3  STORE.STORE_TYPE as c4  STORE.STORE_MANAGER as c5  STORE.STORE_SQFT as c6  STORE.GROCERY_SQFT as c7  STORE.FROZEN_SQFT as c8  STORE.MEAT_SQFT as c9  STORE.COFFEE_BAR as c10  STORE.STORE_STREET_ADDRESS as c11 from STORE as STORE order by STORE.STORE_COUNTRY  STORE.STORE_STATE  STORE.STORE_CITY  STORE.STORE_NAMEselect STORE.STORE_COUNTRY as c0  STORE.STORE_STATE as c1  STORE.STORE_CITY as c2  STORE.STORE_NAME as c3  STORE.STORE_TYPE as c4  STORE.STORE_MANAGER as c5  STORE.STORE_SQFT as c6  STORE.GROCERY_SQFT as c7  STORE.FROZEN_SQFT as c8  STORE.MEAT_SQFT as c9  STORE.COFFEE_BAR as c10  STORE.STORE_STREET_ADDRESS as c11 from STORE as STORE group by STORE.STORE_COUNTRY  STORE.STORE_STATE  STORE.STORE_CITY  STORE.STORE_NAME  STORE.STORE_TYPE  STORE.STORE_MANAGER  STORE.STORE_SQFT  STORE.GROCERY_SQFT  STORE.FROZEN_SQFT  STORE.MEAT_SQFT  STORE.COFFEE_BAR  STORE.STORE_STREET_ADDRESS order by c0 c1 c2 c3,10.0.2.1,10.1.1.0,3,4,422,1,6,6,0,0,0,0,0,0,1,6,java/engine/org/apache/derby/impl/sql/compile/OrderByColumn.java;java/engine/org/apache/derby/impl/sql/compile/ResultColumnList.java;java/engine/org/apache/derby/impl/sql/compile/TableName.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/testing/org/apache/derbyTesting/functionTests/master/orderby.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/orderby.sql;,0.0,0.0
128,Bug,Closed,Fixed,Network Server,Minor,Kathey Marsden,2005/01/22 04:19:08 +0100,2005/05/23 23:08:26 +0100,Dyre Tjeldvoll,2006/04/11 02:50:34 +0100,443.9384954,322.1542593,Network Server Gives NPE if SQLException has null arguments   (e.g. for ERROR XBM0H),Network server  Network Server throws an NPE because one of the arguments of the SQLException is null. It shouldn't do so.To reproduce try to create a database in the root directory on Linux. Do not run in security manager. The trace below came from an extra '/' in the url in NSinSameJVM.javaThe issues are:1) Network Server throws an NPE because one of the arguments of the SQLException is null in this code. It shouldn't do so.// arguments are variable part of a message Object[] args = ce.getArguments(); for (int i = 0; args != null &amp;&amp; i &lt; args.length; i++) sqlerrmc += args&#91;i&#93;.toString() + separator;2) This exception seems to have null arguments which doesn't seem right. ERROR XBM0H: Directory /NSinSameJVMTestDB cannot be created.ERROR XBM0H: Directory /NSinSameJVMTestDB cannot be created. at org.apache.derby.iapi.error.StandardException.newException(StandardException.java:322) at org.apache.derby.impl.services.monitor.PersistentServiceImpl$8.run(PersistentServiceImpl.java:668) at java.security.AccessController.doPrivileged(Native Method) at org.apache.derby.impl.services.monitor.PersistentServiceImpl.createServiceRoot(PersistentServiceImpl.java:632) at org.apache.derby.impl.services.monitor.BaseMonitor.bootService(BaseMonitor.java:1756) at org.apache.derby.impl.services.monitor.BaseMonitor.createPersistentService(BaseMonitor.java:1018) at org.apache.derby.iapi.services.monitor.Monitor.createPersistentService(Monitor.java:578) at org.apache.derby.impl.jdbc.EmbedConnection.createDatabase(EmbedConnection.java:1504) at org.apache.derby.impl.jdbc.EmbedConnection.&lt;init&gt;(EmbedConnection.java:215) at org.apache.derby.impl.jdbc.EmbedConnection20.&lt;init&gt;(EmbedConnection20.java:56) at org.apache.derby.impl.jdbc.EmbedConnection30.&lt;init&gt;(EmbedConnection30.java:72) at org.apache.derby.jdbc.Driver30.getNewEmbedConnection(Driver30.java:73) at org.apache.derby.jdbc.Driver169.connect(Driver169.java:175) at org.apache.derby.impl.drda.Database.makeConnection(Database.java:245) at org.apache.derby.impl.drda.DRDAConnThread.getConnFromDatabaseName(DRDAConnThread.java:1160) at org.apache.derby.impl.drda.DRDAConnThread.verifyUserIdPassword(DRDAConnThread.java:1138) at org.apache.derby.impl.drda.DRDAConnThread.parseSECCHK(DRDAConnThread.java:2613) at org.apache.derby.impl.drda.DRDAConnThread.parseDRDAConnection(DRDAConnThread.java:1001) at org.apache.derby.impl.drda.DRDAConnThread.exchangeServerAttributes(DRDAConnThread.java:950) at org.apache.derby.impl.drda.DRDAConnThread.sessionInitialState(DRDAConnThread.java:563) at org.apache.derby.impl.drda.DRDAConnThread.run(DRDAConnThread.java:219)Cleanup action completed2005-01-21 01:12:12.794 GMT Thread&#91;DRDAConnThread_2 5 derby.daemons&#93; (DATABASE = /NSinSameJVMTestDB)  (DRDAID = {2})  Failed to create database '/NSinSameJVMTestDB'  see the next exception for details.2005-01-21 01:12:12.795 GMT Thread&#91;DRDAConnThread_2 5 derby.daemons&#93; (DATABASE = /NSinSameJVMTestDB)  (DRDAID = {2})  Directory /NSinSameJVMTestDB cannot be created.2005-01-21 01:12:12.816 GMT Thread&#91;DRDAConnThread_2 5 derby.daemons&#93; (DATABASE = /NSinSameJVMTestDB)  (DRDAID = NF000001.A9FB-4124733202448020360{2})  Failed to create database '/NSinSameJVMTestDB'  see the next exception for details.2005-01-21 01:12:12.816 GMT Thread&#91;DRDAConnThread_2 5 derby.daemons&#93; (DATABASE = /NSinSameJVMTestDB)  (DRDAID = NF000001.A9FB-4124733202448020360{2})  nullnulljava.lang.NullPointerException at org.apache.derby.impl.drda.DRDAConnThread.writeSQLCAGRP(DRDAConnThread.java:5076) at org.apache.derby.impl.drda.DRDAConnThread.writeSQLCARD(DRDAConnThread.java:4882) at org.apache.derby.impl.drda.DRDAConnThread.parseDRDAConnection(DRDAConnThread.java:1042) at org.apache.derby.impl.drda.DRDAConnThread.exchangeServerAttributes(DRDAConnThread.java:950) at org.apache.derby.impl.drda.DRDAConnThread.sessionInitialState(DRDAConnThread.java:563) at org.apache.derby.impl.drda.DRDAConnThread.run(DRDAConnThread.java:219)nulljava.lang.NullPointerException at org.apache.derby.impl.drda.DRDAConnThread.writeSQLCAGRP(DRDAConnThread.java:5076) at org.apache.derby.impl.drda.DRDAConnThread.writeSQLCARD(DRDAConnThread.java:4882) at org.apache.derby.impl.drda.DRDAConnThread.parseDRDAConnection(DRDAConnThread.java:1042) at org.apache.derby.impl.drda.DRDAConnThread.exchangeServerAttributes(DRDAConnThread.java:950) at org.apache.derby.impl.drda.DRDAConnThread.sessionInitialState(DRDAConnThread.java:563) at org.apache.derby.impl.drda.DRDAConnThread.run(DRDAConnThread.java:219),10.0.2.1,10.1.2.1,0,0,268,1,9,2,0,0,0,1,0,0,1,1,java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;,1.0,2.0
129,Bug,Closed,Fixed,JDBC,Major,Mamta A. Satoor,2005/01/22 06:22:09 +0100,2012/05/11 15:00:47 +0100,Knut Anders Hatlen,2012/09/11 19:24:01 +0100,2789.542963,123.1828009,Derby should throw a truncation error or warning when CASTing a parameter/constant to char or char for bit datatypes and the data is too large for the datatype.,Derby doesn't throw a truncation exception/warning when data is too large during casting of constants or parameters to character string or bit string data types. Following is ij example for constants which is too big for the datatype it is getting cast toij&gt; values (cast ('hello' as char(3)));1hel1 row selectedij&gt; values (cast (X'0102' as char(1) for bit data));1011 row selectedFollowing code snippet is when using parameters through a JDBC program s.executeUpdate('create table ct (c CLOB(100K))'); //the following Formatters just loads cData with 32700 'c' characters String cData = org.apache.derbyTesting.functionTests.util.Formatters.repeatChar('c' 32700); //notice that ? in the preared statement below is bound to length 32672 pSt = con.prepareStatement('insert into ct values (cast (? as varchar(32672)))'); pSt.setString(1  cData); //Derby doesn't throw an exception at ps.execute time for 32700 characters into 32672 parameter. It silently truncates it to 32672 pSt.execute();,10.0.2.1,10.9.1.0,0,3,137,1,14,5,0,0,0,0,0,0,1,39,java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;java/engine/org/apache/derby/iapi/services/io/CounterOutputStream.java;java/engine/org/apache/derby/iapi/sql/ResultSet.java;java/engine/org/apache/derby/iapi/types/SQLBinary.java;java/engine/org/apache/derby/iapi/types/SQLBit.java;java/engine/org/apache/derby/iapi/types/SQLBlob.java;java/engine/org/apache/derby/iapi/types/SQLChar.java;java/engine/org/apache/derby/iapi/types/SQLVarbit.java;java/engine/org/apache/derby/impl/sql/execute/BasicNoPutResultSetImpl.java;java/engine/org/apache/derby/impl/sql/execute/NoRowsResultSetImpl.java;java/engine/org/apache/derby/impl/sql/execute/TemporaryRowHolderResultSet.java;java/shared/org/apache/derby/shared/common/reference/SQLState.java;java/testing/org/apache/derbyTesting/functionTests/master/LOB.out;java/testing/org/apache/derbyTesting/functionTests/master/Rllmodule1.out;java/testing/org/apache/derbyTesting/functionTests/master/Rllmodule2.out;java/testing/org/apache/derbyTesting/functionTests/master/Rllmodule3.out;java/testing/org/apache/derbyTesting/functionTests/master/Rllmodule4.out;java/testing/org/apache/derbyTesting/functionTests/master/RowLockIso.out;java/testing/org/apache/derbyTesting/functionTests/master/aggbuiltin.out;java/testing/org/apache/derbyTesting/functionTests/master/cast.out;java/testing/org/apache/derbyTesting/functionTests/master/dml083.out;java/testing/org/apache/derbyTesting/functionTests/master/dml149.out;java/testing/org/apache/derbyTesting/functionTests/master/heapscan.out;java/testing/org/apache/derbyTesting/functionTests/master/lockTable.out;java/testing/org/apache/derbyTesting/functionTests/master/readlocks.out;java/testing/org/apache/derbyTesting/functionTests/master/rlliso2multi.out;java/testing/org/apache/derbyTesting/functionTests/master/rlliso3multi.out;java/testing/org/apache/derbyTesting/functionTests/master/rollForwardRecovery.out;java/testing/org/apache/derbyTesting/functionTests/master/subqueryFlattening.out;java/testing/org/apache/derbyTesting/functionTests/master/triggerGeneral.out;java/testing/org/apache/derbyTesting/functionTests/master/update.out;java/testing/org/apache/derbyTesting/functionTests/master/updatelocksJDBC30.out;java/testing/org/apache/derbyTesting/functionTests/master/xaAnotherTest.out;java/testing/org/apache/derbyTesting/functionTests/master/xaOffline1.out;java/testing/org/apache/derbyTesting/functionTests/master/xaSimpleNegative.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/CastingTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/lang/LockTableQuery.subsql;java/testing/org/apache/derbyTesting/functionTests/tests/lang/cast.sql;java/testing/org/apache/derbyTesting/functionTests/tests/store/LockTableQuery.subsql;,0.0,0.0
132,Improvement,Closed,Fixed,Store,Major,Mike Matrigali,2005/01/25 03:54:55 +0100,2005/01/25 08:32:43 +0100,Mike Matrigali,2005/06/13 01:43:42 +0100,138.9088773,138.7159606,in place table/index compress which returns space to OS,Each derby table or index is stored in a separate file. Space fromdeleted rows is eventually reclaimed within the file as is used forsubsequent inserts into the same file. That space is not returned tothe OS unless the user calls the SYSCS_UTIL.SYSCS_COMPRESS_TABLEsystem procedure. That procedure will return the unused space inthe tables and indexes to the OS. It gets an exclusive lock on thetable  copies all rows in the indexes and the base table into newcompressed files and delete the old files. Prior to jdk 1.4 this wasthe only way to return space from a file to the OS.In jdk 1.4 RandomAccessFile was enhanced to allow the truncation of afile  which would return the space at the 'end' of the file back tothe OS. In order to take advantage of this new feature a newcompress feature is needed in derby.The assumption is that this work will be used in future work which willautomatically schedule this job and others in background  with nointeraction needed from the dba. The 1st phase of this work willsimply build a procedure that will do the work. The 2nd phase willbe to look into scheduling the procedure automatically as part ofthe current background post commit processing. Longer term it wouldbe best if this fit into a new background task monitor  which couldschedule larger background tasks balanced against the other prioritiesof the system. These tasks might include: this new online compress automatic statistics gathering  more proactive deleted row reclamation  ....The proposed feature will reorganize base tables and indexes  movingempty pages to the 'end'. It will release space back to the operatingsystem when it has created a chunk of empty pages at the end of thefile. It will be designed to run in background  and will lock resourcesof the table for as short a time as possible so that it can iterativelyprocess the table.To reclaim space in the heap  it will scan the heap in page reverse order.It will get a short term table lock  process all the rows on a page  andthen commit that transaction releasing the lock. The commit will beoptimized like other internal transactions  and will not need to waitfor a synchonized write. Each row moved  will require all the indexentries for that row to also be updated. While doing the processing itwill also take care of processing committed deleted rows. When spaceis free at the end of the table it will be freed back to the operatingsystem  using the RandomAccessFile.setLength() interface.To reclaim space in the btree  data on pages will be moved rather thanrows. Data from pages at the end of the file will be moved to freesmaller numbered pages. Again short term table locks will be required and the operation will look similar to the current btree merge operationsalready implemented. Again when a chunk of pages is free at the end ofthe file  they will be returned to the OS using the same mechanism asthe heap.,10.1.1.0,10.1.1.0,2,1,481,1,0,0,0,0,0,0,1,0,2,51,java/engine/org/apache/derby/iapi/db/OnlineCompress.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2I.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking1.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking3.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLockingRR.java;java/engine/org/apache/derby/impl/store/access/heap/Heap.java;java/engine/org/apache/derby/impl/store/raw/data/StoredPage.java;java/engine/org/apache/derby/impl/store/raw/log/CheckpointOperation.java;java/testing/org/apache/derbyTesting/functionTests/master/OnlineCompressTest.out;java/testing/org/apache/derbyTesting/functionTests/tests/store/BaseTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest_derby.properties;java/engine/org/apache/derby/catalog/SystemProcedures.java;java/engine/org/apache/derby/iapi/db/OnlineCompress.java;java/engine/org/apache/derby/iapi/store/access/GroupFetchScanController.java;java/engine/org/apache/derby/iapi/store/access/TransactionController.java;java/engine/org/apache/derby/iapi/store/access/conglomerate/Conglomerate.java;java/engine/org/apache/derby/iapi/store/raw/ContainerHandle.java;java/engine/org/apache/derby/iapi/store/raw/Page.java;java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java;java/engine/org/apache/derby/impl/store/access/RAMTransaction.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeController.java;java/engine/org/apache/derby/impl/store/access/btree/BTreeScan.java;java/engine/org/apache/derby/impl/store/access/btree/index/B2I.java;java/engine/org/apache/derby/impl/store/access/conglomerate/GenericScanController.java;java/engine/org/apache/derby/impl/store/access/conglomerate/OpenConglomerate.java;java/engine/org/apache/derby/impl/store/access/conglomerate/RowPosition.java;java/engine/org/apache/derby/impl/store/access/heap/Heap.java;java/engine/org/apache/derby/impl/store/access/heap/HeapCompressScan.java;java/engine/org/apache/derby/impl/store/access/heap/HeapController.java;java/engine/org/apache/derby/impl/store/access/heap/HeapScan.java;java/engine/org/apache/derby/impl/store/access/sort/Scan.java;java/engine/org/apache/derby/impl/store/raw/data/AllocExtent.java;java/engine/org/apache/derby/impl/store/raw/data/AllocPage.java;java/engine/org/apache/derby/impl/store/raw/data/BaseContainer.java;java/engine/org/apache/derby/impl/store/raw/data/BaseContainerHandle.java;java/engine/org/apache/derby/impl/store/raw/data/BasePage.java;java/engine/org/apache/derby/impl/store/raw/data/FileContainer.java;java/engine/org/apache/derby/impl/store/raw/data/InputStreamContainer.java;java/engine/org/apache/derby/impl/store/raw/data/RAFContainer.java;java/engine/org/apache/derby/impl/store/raw/data/StoredPage.java;java/testing/org/apache/derbyTesting/functionTests/master/onlineCompressTable.out;java/testing/org/apache/derbyTesting/functionTests/suites/storetests.runall;java/testing/org/apache/derbyTesting/functionTests/tests/store/BaseTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest_app.properties;java/testing/org/apache/derbyTesting/functionTests/tests/store/OnlineCompressTest_derby.properties;java/testing/org/apache/derbyTesting/functionTests/tests/store/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/storetests/BaseTest.java;java/testing/org/apache/derbyTesting/functionTests/tests/storetests/copyfiles.ant;java/testing/org/apache/derbyTesting/functionTests/tests/storetests/onlineCompressTable.sql;,0.0,0.0
153,Bug,Closed,Fixed,Eclipse Plug-in,Major,J?rg von Frantzius,2005/02/25 01:33:43 +0100,2005/04/13 05:45:01 +0100,Andrew McIntyre,2005/04/29 14:05:06 +0100,63.52179398,16.34728009,Bad Eclipse plugin version specification,In the plugin.xml of the Derby Eclipse plugin  the version specification reads '10.1.0.0 (124830)'  which Eclipse complains about as being illegal. In consequence  the plugin is not loaded.The Eclipse docs have the following to say about the version specification: 'Plug-in version format is major.minor.service.qualifier'.Stripping the '(1234830)'  whatever that is anyway  solves the problem.,10.1.1.0,10.0.2.2; 10.1.1.0,0,1,53,2,5,2,0,0,0,0,0,0,1,1,java/build/org/apache/derbyBuild/eclipse/DerbyEclipsePlugin.java;,0.0,0.0
167,Improvement,Closed,Fixed,SQL,Major,Christian Rodriguez,2005/03/09 03:59:41 +0100,2005/05/04 15:57:27 +0100,Tomohito Nakayama,2006/01/24 21:49:39 +0100,321.7430324,265.2445833,Inserting values in an identity column,It is not possible to insert a specific value in a column defined as identity. This makes it very hard to migrate from other RDBMSs or to import data dumped from other databases. For example  an autoincrement column in MySQL should be an identity column. The problem is that when the data is dumped from MySQL to a file  it generates inserts with values. These values cant be inserted in the Derby table. Posible solutions: 1. being able to 'generate by default as identity' 2. being able to disable the 'identity' feature for a column 3. being able to generate a column as non identity and after data is populated  alter table to add the 'identity' to the column.,10.1.1.0,10.2.1.6,2,2,119,1,6,3,0,0,0,0,0,0,2,13,java/engine/org/apache/derby/catalog/DefaultInfo.java;java/engine/org/apache/derby/catalog/types/DefaultInfoImpl.java;java/engine/org/apache/derby/iapi/sql/dictionary/ColumnDescriptor.java;java/engine/org/apache/derby/impl/sql/compile/ColumnDefinitionNode.java;java/engine/org/apache/derby/impl/sql/compile/ResultColumnList.java;java/engine/org/apache/derby/impl/sql/compile/ResultSetNode.java;java/engine/org/apache/derby/impl/sql/compile/sqlgrammar.jj;java/testing/org/apache/derbyTesting/functionTests/master/autoincrement.out;java/testing/org/apache/derbyTesting/functionTests/master/ieptests.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/autoincrement.sql;java/testing/org/apache/derbyTesting/functionTests/tests/tools/ieptests.sql;java/engine/org/apache/derby/iapi/services/compiler/MethodBuilder.java;java/engine/org/apache/derby/impl/services/bytecode/BCMethod.java;,0.0,0.0
173,Bug,Closed,Fixed,Network Server,Major,Mamta A. Satoor,2005/03/11 16:58:58 +0100,2005/03/23 00:31:47 +0100,Mamta A. Satoor,2005/03/23 00:33:03 +0100,11.31533565,0.00088,For the concurrency of ResultSet  Network Server should not send the concurrency of Statement.,I am working on getting updatable resulset functionality to work under Network Server. One issue that I found is Network Server sends the concurrency of the Statement object when it really needs to send the concurrency of the Resultset. This was ok in the past because CONCUR_READ_ONLY was the only concurreny supported by Derby. But  now with the support of CONCUR_UPDATABLE  it is possible that the concurrency of ResultSet might not be same as the Statement object. Hence  Network Server should send the concurrency of the ResultSet object if that is what the protocol calls for.The fix for this is localized in java/drda/org/apache/derby/impl/drda/DRDAConnThread.java.,10.0.2.1,10.1.1.0,0,0,103,1,1,1,0,0,0,0,0,0,1,6,java/drda/org/apache/derby/impl/drda/DRDAConnThread.java;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNet/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/DerbyNetClient/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/jdk14/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/master/updatableResultSet.out;java/testing/org/apache/derbyTesting/functionTests/tests/lang/updatableResultSet.java;,0.0,0.0
